,index,pose,keypoints
730,730,FIST,"[0.0, 0.0, 0.0, 0.34615384615384615, 0.023076923076923078, -9.891178418530881e-05, 0.7615384615384615, -0.11538461538461539, -0.00013551887944061037, 1.0, -0.3153846153846154, -0.00017160725667793032, 0.9, -0.4846153846153846, -0.00017579805065526426, 0.7230769230769231, -0.5230769230769231, -6.293336032395193e-05, 0.8538461538461538, -0.7384615384615385, -0.0002342344014089384, 0.7153846153846154, -0.47692307692307695, -0.0003079597733886885, 0.6538461538461539, -0.38461538461538464, -0.00033669310939720055, 0.5230769230769231, -0.6076923076923076, -9.132604002672906e-05, 0.6538461538461539, -0.8, -0.0002709459194169138, 0.5230769230769231, -0.49230769230769234, -0.0002907405932907418, 0.47692307692307695, -0.4461538461538462, -0.00026704711655878115, 0.3, -0.6538461538461539, -0.00014255603878264258, 0.4307692307692308, -0.8538461538461538, -0.0003319425618964435, 0.3384615384615385, -0.5384615384615384, -0.0002441135417355484, 0.3, -0.47692307692307695, -0.0001444270944911243, 0.06153846153846154, -0.6846153846153846, -0.00020097926505203444, 0.16153846153846155, -0.7769230769230769, -0.00031111148360550415, 0.13846153846153847, -0.5538461538461539, -0.00022648857722782186, 0.11538461538461539, -0.5, -0.0001374618619079316]"
731,731,FIST,"[0.0, 0.0, 0.0, 0.3484848484848485, 0.022727272727272728, -0.00010762952861764427, 0.7651515151515151, -0.09848484848484848, -0.00015023194847085472, 1.0, -0.29545454545454547, -0.00018906187690420796, 0.8939393939393939, -0.4696969696969697, -0.00019515574628508665, 0.7272727272727273, -0.5075757575757576, -7.38920508558663e-05, 0.8560606060606061, -0.7196969696969697, -0.00024337112029697167, 0.7121212121212122, -0.4621212121212121, -0.000314304655088947, 0.6515151515151515, -0.3712121212121212, -0.00034275229823712357, 0.5303030303030303, -0.5984848484848485, -9.796438993681772e-05, 0.6515151515151515, -0.7878787878787878, -0.00028203195723923983, 0.5227272727272727, -0.4696969696969697, -0.0003037121872318173, 0.4772727272727273, -0.4318181818181818, -0.0002808393281277042, 0.3181818181818182, -0.6363636363636364, -0.00014388633977586784, 0.4318181818181818, -0.8333333333333334, -0.00033496316777337893, 0.3409090909090909, -0.5227272727272727, -0.00024462132207675626, 0.30303030303030304, -0.4696969696969697, -0.00014328455017223715, 0.07575757575757576, -0.6666666666666666, -0.00019740395898020841, 0.16666666666666666, -0.7651515151515151, -0.00030713011285875996, 0.14393939393939395, -0.5454545454545454, -0.00022027248602325477, 0.11363636363636363, -0.49242424242424243, -0.00013009614763689976]"
732,732,FIST,"[0.0, 0.0, 0.0, 0.3560606060606061, 0.015151515151515152, -0.000101873891501534, 0.7575757575757576, -0.08333333333333333, -0.0001483576475727728, 1.0, -0.26515151515151514, -0.00019368638726463718, 0.9090909090909091, -0.44696969696969696, -0.00020714356102843973, 0.7348484848484849, -0.48484848484848486, -6.894268509230724e-05, 0.8560606060606061, -0.696969696969697, -0.00024393956562452138, 0.7196969696969697, -0.4393939393939394, -0.0003214977389992176, 0.6742424242424242, -0.3333333333333333, -0.00035106175569539613, 0.5454545454545454, -0.5757575757575758, -9.350759503859356e-05, 0.6590909090909091, -0.7575757575757576, -0.0002697530334251386, 0.5303030303030303, -0.45454545454545453, -0.0002883205575981816, 0.49242424242424243, -0.4015151515151515, -0.00026703458749552465, 0.32575757575757575, -0.6287878787878788, -0.00014124742304402665, 0.4393939393939394, -0.8106060606060606, -0.00032424070975662977, 0.3560606060606061, -0.5151515151515151, -0.00023743836961578134, 0.3181818181818182, -0.44696969696969696, -0.0001413587725354856, 0.08333333333333333, -0.6590909090909091, -0.0001967856735725284, 0.18181818181818182, -0.75, -0.00030233131796690446, 0.1590909090909091, -0.5378787878787878, -0.0002200964941728285, 0.12878787878787878, -0.4772727272727273, -0.00013396534127836773]"
733,733,FIST,"[0.0, 0.0, 0.0, 0.3543307086614173, 0.007874015748031496, -0.0001271546524818641, 0.7637795275590551, -0.11023622047244094, -0.00018782742891810663, 1.0, -0.3228346456692913, -0.00024587798231316015, 0.8976377952755905, -0.5354330708661418, -0.00026824126663725796, 0.7480314960629921, -0.5039370078740157, -6.932485920323752e-05, 0.8976377952755905, -0.6850393700787402, -0.0002549946916628225, 0.7637795275590551, -0.4251968503937008, -0.00032757290923305976, 0.7086614173228346, -0.3543307086614173, -0.0003525119971345882, 0.5669291338582677, -0.6062992125984252, -8.837622112027894e-05, 0.7086614173228346, -0.7559055118110236, -0.0002851447273670372, 0.5590551181102362, -0.4330708661417323, -0.00030152858343266716, 0.5118110236220472, -0.4251968503937008, -0.0002700734348052283, 0.3543307086614173, -0.6614173228346457, -0.00013422821610078689, 0.4881889763779528, -0.8188976377952756, -0.0003501643602546897, 0.3779527559055118, -0.49606299212598426, -0.00025304123156269357, 0.3228346456692913, -0.4645669291338583, -0.0001399621418619872, 0.11023622047244094, -0.7165354330708661, -0.00018841815142736312, 0.2204724409448819, -0.7716535433070866, -0.0003127615070023089, 0.18110236220472442, -0.5433070866141733, -0.0002207817722267206, 0.14173228346456693, -0.5039370078740157, -0.00012224063524901048]"
734,734,FIST,"[0.0, 0.0, 0.0, 0.34375, 0.0078125, -0.0001192204018132248, 0.7578125, -0.125, -0.00016466870334785888, 1.0, -0.328125, -0.0002092926461607636, 0.9140625, -0.53125, -0.00021810221556894938, 0.7578125, -0.484375, -3.69736172267654e-05, 0.90625, -0.6328125, -0.00022400594212901304, 0.7734375, -0.3828125, -0.0002991646634307177, 0.7109375, -0.328125, -0.00032407108125132034, 0.578125, -0.5859375, -5.7785497175943945e-05, 0.71875, -0.71875, -0.00025896103949141214, 0.5703125, -0.3984375, -0.00027712962952297637, 0.515625, -0.390625, -0.00024350948120788196, 0.3671875, -0.6484375, -0.00010917593505088696, 0.515625, -0.7734375, -0.0003334305238802404, 0.3984375, -0.453125, -0.00024380730070494572, 0.328125, -0.4296875, -0.00013179565036058882, 0.125, -0.703125, -0.00016837594927143762, 0.265625, -0.7265625, -0.00029937846016925285, 0.2109375, -0.5078125, -0.00021551447758771936, 0.1484375, -0.4921875, -0.00012125300605636546]"
735,735,FIST,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.015873015873015872, -0.00013925206147641277, 0.746031746031746, -0.1111111111111111, -0.00019935085418357597, 1.0, -0.31746031746031744, -0.00025749718085320083, 0.9365079365079365, -0.5396825396825397, -0.0002786737413837877, 0.7698412698412699, -0.46825396825396826, -2.516412769847781e-05, 0.9285714285714286, -0.5714285714285714, -0.0002210099285052017, 0.8015873015873016, -0.3492063492063492, -0.00030320681803908475, 0.7380952380952381, -0.3253968253968254, -0.0003341857112793776, 0.6031746031746031, -0.5873015873015873, -4.336753145485506e-05, 0.7619047619047619, -0.6825396825396826, -0.0002478240506721002, 0.5952380952380952, -0.36507936507936506, -0.0002645741976174178, 0.5476190476190477, -0.3968253968253968, -0.00022938503154365652, 0.40476190476190477, -0.6587301587301587, -9.732816925040175e-05, 0.5634920634920635, -0.753968253968254, -0.00033866507720531786, 0.42857142857142855, -0.42857142857142855, -0.000246988476927894, 0.35714285714285715, -0.4365079365079365, -0.0001304401238017693, 0.16666666666666666, -0.7222222222222222, -0.0001606733972322454, 0.30952380952380953, -0.7142857142857143, -0.00030962034877482725, 0.24603174603174602, -0.48412698412698413, -0.00022778160451102685, 0.1746031746031746, -0.48412698412698413, -0.00013153797572246483]"
736,736,FIST,"[0.0, 0.0, 0.0, 0.30708661417322836, 0.03937007874015748, -0.00014638839396715104, 0.7322834645669292, -0.03937007874015748, -0.00021235728655554116, 1.0, -0.2204724409448819, -0.00027470739694841203, 0.952755905511811, -0.4409448818897638, -0.00030037183113734494, 0.7952755905511811, -0.4094488188976378, -3.706744018547118e-05, 0.984251968503937, -0.4881889763779528, -0.0002399921206489129, 0.8346456692913385, -0.28346456692913385, -0.00032901265494277097, 0.7480314960629921, -0.2677165354330709, -0.000361955045056136, 0.6299212598425197, -0.5354330708661418, -5.076103166260058e-05, 0.7952755905511811, -0.6062992125984252, -0.00026146765656168944, 0.6062992125984252, -0.2992125984251969, -0.00028348274357485896, 0.5511811023622047, -0.33070866141732286, -0.0002495119093421682, 0.4330708661417323, -0.6220472440944882, -0.00010057486187564985, 0.5905511811023622, -0.6850393700787402, -0.00034067480822058113, 0.4409448818897638, -0.3700787401574803, -0.000253974953784698, 0.3700787401574803, -0.3858267716535433, -0.0001404141723152027, 0.2047244094488189, -0.7007874015748031, -0.00016057303810493155, 0.3464566929133858, -0.6614173228346457, -0.0003084257620976472, 0.25984251968503935, -0.4409448818897638, -0.0002302868887645798, 0.1889763779527559, -0.44881889763779526, -0.00013535618141221188]"
737,737,FIST,"[0.0, 0.0, 0.0, 0.3023255813953488, 0.03875968992248062, -0.00014304922760982738, 0.7209302325581395, -0.015503875968992248, -0.0002132666613202583, 0.9922480620155039, -0.17054263565891473, -0.0002828261769979396, 0.9612403100775194, -0.3875968992248062, -0.0003147922288499958, 0.8062015503875969, -0.35658914728682173, -3.310048993307382e-05, 1.0, -0.43410852713178294, -0.0002365391706964663, 0.8449612403100775, -0.24031007751937986, -0.00032486293029017116, 0.7596899224806202, -0.23255813953488372, -0.0003561864128830718, 0.6511627906976745, -0.49612403100775193, -4.835774484016989e-05, 0.8217054263565892, -0.5503875968992248, -0.00025404458415202285, 0.6201550387596899, -0.2713178294573643, -0.00027081956636599685, 0.5813953488372093, -0.3178294573643411, -0.00023452797598680675, 0.4728682170542636, -0.5968992248062015, -0.00010038152132218089, 0.6356589147286822, -0.6589147286821705, -0.00033404579975409915, 0.46511627906976744, -0.3643410852713178, -0.0002430427911629869, 0.40310077519379844, -0.3953488372093023, -0.0001284459741269792, 0.24806201550387597, -0.689922480620155, -0.00016297365398895724, 0.3875968992248062, -0.6666666666666666, -0.00030214977758401013, 0.29457364341085274, -0.4573643410852713, -0.00021842159674674856, 0.2248062015503876, -0.4728682170542636, -0.0001211157290701615]"
738,738,FIST,"[0.0, 0.0, 0.0, 0.3157894736842105, 0.06015037593984962, -0.000131776727216179, 0.7443609022556391, 0.045112781954887216, -0.00018669305213640306, 1.0, -0.09022556390977443, -0.00023797866151525362, 0.9624060150375939, -0.3007518796992481, -0.00025241304103373386, 0.8195488721804511, -0.3082706766917293, -2.931997710605112e-05, 1.0, -0.3684210526315789, -0.0002178571221815444, 0.8045112781954887, -0.17293233082706766, -0.0003041290614905642, 0.7368421052631579, -0.17293233082706766, -0.0003408076535557874, 0.6766917293233082, -0.45112781954887216, -4.32275116455266e-05, 0.8270676691729323, -0.48872180451127817, -0.00024212163248236713, 0.6090225563909775, -0.23308270676691728, -0.0002674060740484759, 0.5714285714285714, -0.2631578947368421, -0.00024219658644356024, 0.49624060150375937, -0.556390977443609, -9.042281879970701e-05, 0.6466165413533834, -0.5939849624060151, -0.0003086825426427473, 0.45864661654135336, -0.3308270676691729, -0.0002267667421340474, 0.39849624060150374, -0.3458646616541353, -0.00012374951089463536, 0.2932330827067669, -0.6616541353383458, -0.00014732366608277995, 0.41353383458646614, -0.6240601503759399, -0.00027074194546709184, 0.3007518796992481, -0.43609022556390975, -0.00019209736998596384, 0.24060150375939848, -0.45112781954887216, -0.00010351732623760661]"
739,739,FIST,"[0.0, 0.0, 0.0, 0.3037037037037037, 0.1037037037037037, -0.00012790899594939995, 0.725925925925926, 0.11851851851851852, -0.00017936807272926, 0.9851851851851852, 0.007407407407407408, -0.00022823091191589306, 0.9777777777777777, -0.17037037037037037, -0.00024072476292413166, 0.837037037037037, -0.23703703703703705, -1.3519674975955073e-05, 1.0, -0.2740740740740741, -0.00019691392788495757, 0.8148148148148148, -0.1037037037037037, -0.00028324136312676276, 0.762962962962963, -0.08888888888888889, -0.00032231298042983394, 0.7037037037037037, -0.3851851851851852, -2.7906183865727345e-05, 0.8592592592592593, -0.4074074074074074, -0.00022147945792901872, 0.6296296296296297, -0.17777777777777778, -0.00024321872060260863, 0.6074074074074074, -0.2074074074074074, -0.000216040437511664, 0.5407407407407407, -0.5111111111111111, -7.696374018198386e-05, 0.6888888888888889, -0.5333333333333333, -0.00028612426870714205, 0.4888888888888889, -0.2962962962962963, -0.00020424156010466068, 0.4444444444444444, -0.3111111111111111, -0.00010349787228952428, 0.34074074074074073, -0.6296296296296297, -0.00013706146852049034, 0.45925925925925926, -0.5777777777777777, -0.0002533590987687367, 0.34074074074074073, -0.4074074074074074, -0.00017643153676595425, 0.2962962962962963, -0.4148148148148148, -9.03540754018616e-05]"
740,740,FIST,"[0.0, 0.0, 0.0, 0.3014705882352941, 0.125, -0.00011555803166525139, 0.7205882352941176, 0.18382352941176472, -0.0001571014966633634, 0.9852941176470589, 0.08088235294117647, -0.00019470441258499538, 0.9926470588235294, -0.11764705882352941, -0.0001998735678802762, 0.8235294117647058, -0.21323529411764705, -1.397007827004118e-05, 1.0, -0.19852941176470587, -0.00018381232115646304, 0.7867647058823529, -0.04411764705882353, -0.00027055747252985644, 0.7205882352941176, -0.058823529411764705, -0.00031405809822260267, 0.7058823529411765, -0.3602941176470588, -2.9673326479361187e-05, 0.875, -0.35294117647058826, -0.00021301970646594187, 0.6397058823529411, -0.13970588235294118, -0.00024553990204476947, 0.5955882352941176, -0.16911764705882354, -0.00023044951801723227, 0.5514705882352942, -0.4852941176470588, -7.493220701746013e-05, 0.7205882352941176, -0.4852941176470588, -0.00027181812720196023, 0.5147058823529411, -0.25735294117647056, -0.000201744485365317, 0.4485294117647059, -0.27941176470588236, -0.00011320702424095644, 0.36764705882352944, -0.6102941176470589, -0.00012905621018412169, 0.49264705882352944, -0.5367647058823529, -0.0002421437521009128, 0.36764705882352944, -0.375, -0.00017398871694349877, 0.3088235294117647, -0.3897058823529412, -9.692519787412165e-05]"
741,741,FIST,"[0.0, 0.0, 0.0, 0.2971014492753623, 0.13768115942028986, -0.00012205132397528926, 0.6884057971014492, 0.2246376811594203, -0.00017496218897634577, 0.9492753623188406, 0.14492753623188406, -0.00022512445111113965, 0.9710144927536232, -0.043478260869565216, -0.00024433338413544243, 0.8188405797101449, -0.16666666666666666, -1.4450050804765377e-05, 1.0, -0.13768115942028986, -0.0001858639810862222, 0.7681159420289855, 0.007246376811594203, -0.00027490511394405627, 0.6956521739130435, -0.021739130434782608, -0.00031806773107461225, 0.717391304347826, -0.3115942028985507, -2.8271665724454632e-05, 0.8985507246376812, -0.2826086956521739, -0.00020805471205101415, 0.644927536231884, -0.09420289855072464, -0.00024407363961912503, 0.5869565217391305, -0.13768115942028986, -0.00023167055551896843, 0.572463768115942, -0.43478260869565216, -7.203328861398892e-05, 0.7536231884057971, -0.42028985507246375, -0.000266046157655456, 0.5289855072463768, -0.21739130434782608, -0.0001983637607649954, 0.45652173913043476, -0.2536231884057971, -0.00011095876595804575, 0.39855072463768115, -0.5652173913043478, -0.00012472857943387916, 0.5434782608695652, -0.4927536231884058, -0.0002332147693322526, 0.39855072463768115, -0.34057971014492755, -0.00016021773292874863, 0.3333333333333333, -0.3695652173913043, -7.977079079975171e-05]"
742,742,FIST,"[0.0, 0.0, 0.0, 0.27007299270072993, 0.15328467153284672, -0.0001343847307035556, 0.656934306569343, 0.27007299270072993, -0.00020295303575479536, 0.9416058394160584, 0.22627737226277372, -0.0002686666535695137, 0.9708029197080292, 0.0364963503649635, -0.0002994722211072948, 0.8102189781021898, -0.145985401459854, -2.277151710906937e-05, 1.0, -0.058394160583941604, -0.0002131271570545947, 0.7518248175182481, 0.06569343065693431, -0.0003100645266370215, 0.6788321167883211, -0.0072992700729927005, -0.0003590781439019849, 0.7226277372262774, -0.29927007299270075, -3.956372709118001e-05, 0.927007299270073, -0.2116788321167883, -0.00024043349415447054, 0.6423357664233577, -0.0364963503649635, -0.0002740727839738817, 0.583941605839416, -0.11678832116788321, -0.0002566012268578953, 0.6058394160583942, -0.4233576642335766, -9.054894744862939e-05, 0.7956204379562044, -0.35036496350364965, -0.00030769100007080146, 0.5474452554744526, -0.16058394160583941, -0.00023905045973724156, 0.4744525547445255, -0.22627737226277372, -0.00014639115099219846, 0.45255474452554745, -0.5620437956204379, -0.00015216385540031503, 0.583941605839416, -0.4306569343065693, -0.0002763297388648498, 0.4306569343065693, -0.291970802919708, -0.00021076499670256998, 0.35766423357664234, -0.35036496350364965, -0.00013451518384375175]"
743,743,FIST,"[0.0, 0.0, 0.0, 0.2463768115942029, 0.16666666666666666, -0.00013745995295122597, 0.6304347826086957, 0.3115942028985507, -0.0002075571208059497, 0.927536231884058, 0.2826086956521739, -0.00027300473494276304, 0.9637681159420289, 0.08695652173913043, -0.00030336331335864753, 0.8115942028985508, -0.07971014492753623, -2.7654109333836814e-05, 1.0, 0.036231884057971016, -0.00021176341896805758, 0.7536231884057971, 0.13768115942028986, -0.0002978120909167946, 0.6884057971014492, 0.06521739130434782, -0.00034001533781606764, 0.7391304347826086, -0.2391304347826087, -4.3782355506883455e-05, 0.9492753623188406, -0.13043478260869565, -0.00024593113370897663, 0.644927536231884, 0.021739130434782608, -0.00027315015623868925, 0.5942028985507246, -0.07246376811594203, -0.0002480759830957447, 0.6304347826086957, -0.38405797101449274, -9.39522133196319e-05, 0.8333333333333334, -0.2898550724637681, -0.00031317764463965994, 0.5652173913043478, -0.11594202898550725, -0.0002413226256714924, 0.4927536231884058, -0.1956521739130435, -0.00014512616846774483, 0.4927536231884058, -0.5289855072463768, -0.0001545705622252056, 0.6231884057971014, -0.38405797101449274, -0.0002824261290818594, 0.4492753623188406, -0.2536231884057971, -0.0002167502194374077, 0.37681159420289856, -0.32608695652173914, -0.00013930116418381218]"
744,744,FIST,"[0.0, 0.0, 0.0, 0.23404255319148937, 0.1773049645390071, -0.00013586575089053079, 0.6028368794326241, 0.3333333333333333, -0.00021304366003395837, 0.8865248226950354, 0.3120567375886525, -0.00028659054721782415, 0.9290780141843972, 0.12056737588652482, -0.0003263342955461886, 0.8156028368794326, -0.014184397163120567, -4.5258454241507634e-05, 1.0, 0.09929078014184398, -0.00023501234422620325, 0.7730496453900709, 0.19148936170212766, -0.00031420356141196096, 0.7163120567375887, 0.1276595744680851, -0.00034681636433510934, 0.75177304964539, -0.19148936170212766, -6.415984404706806e-05, 0.950354609929078, -0.07092198581560284, -0.0002692999161332467, 0.6382978723404256, 0.06382978723404255, -0.0002863263422321176, 0.6028368794326241, -0.028368794326241134, -0.0002505768977186614, 0.6453900709219859, -0.3404255319148936, -0.00011628673474275494, 0.8297872340425532, -0.23404255319148937, -0.00033920218801103603, 0.5531914893617021, -0.07801418439716312, -0.00026003437938701196, 0.48936170212765956, -0.16312056737588654, -0.00015576857666878854, 0.5106382978723404, -0.49645390070921985, -0.00017856037828375282, 0.6312056737588653, -0.3475177304964539, -0.0003092261244247401, 0.46099290780141844, -0.22695035460992907, -0.000240056308028825, 0.3971631205673759, -0.2978723404255319, -0.00015714412029612168]"
745,745,FIST,"[0.0, 0.0, 0.0, 0.22302158273381295, 0.16546762589928057, -0.00013647765579273202, 0.60431654676259, 0.33093525179856115, -0.00020216446679562801, 0.8992805755395683, 0.302158273381295, -0.00026037905567702455, 0.9712230215827338, 0.1079136690647482, -0.00028530298981596067, 0.8201438848920863, -0.02877697841726619, -4.321561953543587e-05, 1.0, 0.07913669064748201, -0.00021912427968976995, 0.762589928057554, 0.16546762589928057, -0.0002896151607400033, 0.697841726618705, 0.10071942446043165, -0.00031772636213609466, 0.762589928057554, -0.2014388489208633, -5.7239726120086014e-05, 0.9640287769784173, -0.08633093525179857, -0.00024696056002196474, 0.6546762589928058, 0.04316546762589928, -0.0002614723077766998, 0.60431654676259, -0.03597122302158273, -0.00022703679628370305, 0.6618705035971223, -0.35251798561151076, -0.0001029783780933953, 0.8489208633093526, -0.2517985611510791, -0.00032164563553657293, 0.5683453237410072, -0.09352517985611511, -0.00024413424391401585, 0.49640287769784175, -0.16546762589928057, -0.00014156835878785393, 0.5179856115107914, -0.5107913669064749, -0.00015752448735338148, 0.6402877697841727, -0.3669064748201439, -0.0002907799169728893, 0.4676258992805755, -0.2446043165467626, -0.0002224484580655561, 0.41007194244604317, -0.302158273381295, -0.00014040885548229526]"
746,746,FIST,"[0.0, 0.0, 0.0, 0.23741007194244604, 0.17985611510791366, -0.00014925610685873498, 0.6330935251798561, 0.3381294964028777, -0.00021527123921991377, 0.9280575539568345, 0.2949640287769784, -0.00027223874027276334, 0.9640287769784173, 0.09352517985611511, -0.0002939456316328061, 0.8345323741007195, -0.03597122302158273, -3.6626701749804585e-05, 1.0, 0.06474820143884892, -0.00020716835761166427, 0.7553956834532374, 0.1510791366906475, -0.00027837378418198714, 0.697841726618705, 0.08633093525179857, -0.00031111168892616973, 0.762589928057554, -0.2014388489208633, -4.636176302096092e-05, 0.9568345323741008, -0.10071942446043165, -0.00023769482015201636, 0.6546762589928058, 0.03597122302158273, -0.0002558691178844313, 0.6115107913669064, -0.03597122302158273, -0.00022397024767786602, 0.6546762589928058, -0.34532374100719426, -8.933970352653242e-05, 0.8489208633093526, -0.26618705035971224, -0.0003043287661128091, 0.5683453237410072, -0.10071942446043165, -0.00022375734331721148, 0.49640287769784175, -0.16546762589928057, -0.00012032175030993166, 0.5179856115107914, -0.49640287769784175, -0.00014380569894461448, 0.6402877697841727, -0.37410071942446044, -0.0002745727820483227, 0.4676258992805755, -0.2517985611510791, -0.00020481875805899516, 0.41007194244604317, -0.302158273381295, -0.00012223084098497006]"
747,747,FIST,"[0.0, 0.0, 0.0, 0.22857142857142856, 0.17142857142857143, -0.00014370385930249086, 0.6214285714285714, 0.3, -0.00019818000336085462, 0.9142857142857143, 0.25, -0.00024061348129902983, 0.9571428571428572, 0.04285714285714286, -0.0002480280596261407, 0.8214285714285714, -0.04285714285714286, -6.462406207715178e-05, 1.0, 0.0, -0.00021809146713240221, 0.75, 0.1, -0.0002697182164691217, 0.6928571428571428, 0.05714285714285714, -0.00028993326479077755, 0.7428571428571429, -0.20714285714285716, -6.714805934352951e-05, 0.9214285714285714, -0.15714285714285714, -0.0002414659341561836, 0.6285714285714286, 0.0, -0.00024873511972478877, 0.5928571428571429, -0.05714285714285714, -0.00021547056575213575, 0.6214285714285714, -0.35, -9.758964154644088e-05, 0.8071428571428572, -0.32142857142857145, -0.0002924816294470897, 0.5428571428571428, -0.14285714285714285, -0.00020419605449149004, 0.4785714285714286, -0.19285714285714287, -0.00010327915102550377, 0.4642857142857143, -0.5071428571428571, -0.0001381802516354875, 0.6, -0.42142857142857143, -0.00025481309050202786, 0.44285714285714284, -0.29285714285714287, -0.00017957880401492536, 0.38571428571428573, -0.3357142857142857, -9.771051391201776e-05]"
748,748,FIST,"[0.0, 0.0, 0.0, 0.2318840579710145, 0.17391304347826086, -0.0001308844289353914, 0.6666666666666666, 0.2753623188405797, -0.00016559339056387685, 0.9710144927536232, 0.21014492753623187, -0.00018873841672679146, 0.9710144927536232, 0.007246376811594203, -0.00017866515077517872, 0.8405797101449275, -0.09420289855072464, -4.783883362335928e-05, 1.0, -0.07971014492753623, -0.00020367255213875194, 0.7608695652173914, 0.050724637681159424, -0.00026666702212174226, 0.6884057971014492, 0.043478260869565216, -0.00029330943450091036, 0.7463768115942029, -0.2536231884057971, -5.375833003068672e-05, 0.8985507246376812, -0.2318840579710145, -0.00021753148238703318, 0.6231884057971014, -0.043478260869565216, -0.00022445829526645042, 0.5797101449275363, -0.07971014492753623, -0.00019419793763861634, 0.6159420289855072, -0.39855072463768115, -8.953710797447582e-05, 0.7681159420289855, -0.37681159420289856, -0.00028182563326904233, 0.5217391304347826, -0.17391304347826086, -0.00020466832493501653, 0.45652173913043476, -0.21014492753623187, -0.00011354472780548501, 0.4492753623188406, -0.5362318840579711, -0.000134672738728069, 0.5507246376811594, -0.45652173913043476, -0.0002549757384171642, 0.391304347826087, -0.3115942028985507, -0.0001904420756643355, 0.34057971014492755, -0.34782608695652173, -0.00011778483702628002]"
749,749,FIST,"[0.0, 0.0, 0.0, 0.27007299270072993, 0.145985401459854, -0.00010856779630237137, 0.7007299270072993, 0.1897810218978102, -0.0001328637929322151, 0.9781021897810219, 0.10948905109489052, -0.0001513729657598731, 0.9854014598540146, -0.072992700729927, -0.00014150763567634628, 0.8467153284671532, -0.145985401459854, -1.9570573683253758e-05, 1.0, -0.1678832116788321, -0.00016642286664665936, 0.7956204379562044, -0.021897810218978103, -0.00024268467113337263, 0.7299270072992701, -0.0072992700729927005, -0.0002801970664195846, 0.7226277372262774, -0.29927007299270075, -3.013481037421703e-05, 0.8613138686131386, -0.32116788321167883, -0.00017020789754939661, 0.6277372262773723, -0.12408759124087591, -0.0001854749257575932, 0.583941605839416, -0.13138686131386862, -0.00017081295811199678, 0.5620437956204379, -0.4306569343065693, -6.819745075163935e-05, 0.708029197080292, -0.45985401459854014, -0.00022875790448372265, 0.49635036496350365, -0.24817518248175183, -0.0001519649062307287, 0.4306569343065693, -0.24817518248175183, -7.068712751866142e-05, 0.3795620437956204, -0.5547445255474452, -0.00011551321257927877, 0.48175182481751827, -0.5328467153284672, -0.00020673614999526494, 0.35766423357664234, -0.3795620437956204, -0.00013202282904126232, 0.30656934306569344, -0.3795620437956204, -5.7889830818845125e-05]"
750,750,FIST,"[0.0, 0.0, 0.0, 0.3007518796992481, 0.09022556390977443, -0.0001293038940957131, 0.7443609022556391, 0.06766917293233082, -0.00016533004217922782, 1.0, -0.06015037593984962, -0.0001940871545460404, 0.9774436090225563, -0.24812030075187969, -0.00019795137296390358, 0.8195488721804511, -0.3458646616541353, -4.4486894222216545e-05, 0.9624060150375939, -0.3609022556390977, -0.00021367082358199498, 0.7744360902255639, -0.17293233082706766, -0.00030419980336745525, 0.6917293233082706, -0.13533834586466165, -0.00034368810460876347, 0.6616541353383458, -0.47368421052631576, -4.9770591793513885e-05, 0.7593984962406015, -0.48120300751879697, -0.00021229721381596698, 0.5789473684210527, -0.2556390977443609, -0.00024352420765551055, 0.5263157894736842, -0.23308270676691728, -0.0002373630536667799, 0.47368421052631576, -0.5639097744360902, -8.542451195147347e-05, 0.5714285714285714, -0.5714285714285714, -0.00026409890194481126, 0.42105263157894735, -0.3383458646616541, -0.0002098256937756987, 0.3684210526315789, -0.3082706766917293, -0.00013987705223438978, 0.2706766917293233, -0.6390977443609023, -0.00013158433195240162, 0.37593984962406013, -0.6165413533834586, -0.00023473738223434934, 0.2781954887218045, -0.44360902255639095, -0.00017289284364518012, 0.22556390977443608, -0.41353383458646614, -0.0001051089528909716]"
751,751,FIST,"[0.0, 0.0, 0.0, 0.3125, 0.0390625, -0.0001418873851446456, 0.765625, -0.0703125, -0.00017644997369758997, 1.0, -0.2578125, -0.00019955303087160203, 0.921875, -0.4375, -0.00019312072054278318, 0.7890625, -0.5, -4.34954106833807e-05, 0.921875, -0.546875, -0.0002096257356254405, 0.75, -0.3125, -0.0002994400982072598, 0.6875, -0.2734375, -0.00034336988555994097, 0.6015625, -0.609375, -4.446374241640072e-05, 0.6875, -0.640625, -0.0002027398566508687, 0.5390625, -0.3515625, -0.0002302643968516982, 0.5, -0.3359375, -0.00022472988148480866, 0.3828125, -0.671875, -7.723663093317512e-05, 0.46875, -0.6875, -0.000254764408783803, 0.3515625, -0.40625, -0.0001879850295165575, 0.3046875, -0.3828125, -0.00011322109439904082, 0.1484375, -0.7109375, -0.00012206608316889245, 0.2421875, -0.6875, -0.00022072686788421336, 0.171875, -0.484375, -0.00014967327097226146, 0.1328125, -0.453125, -7.843278381303165e-05]"
