,index,pose,keypoints
1174,1174,PEACE,"[0.0, 0.0, 0.0, -0.14847161572052403, -0.043668122270742356, -8.744562256904185e-05, -0.2794759825327511, -0.08733624454148471, -0.00018173886919225184, -0.27074235807860264, -0.13100436681222707, -0.0002833801614571402, -0.20087336244541484, -0.17903930131004367, -0.00038350587874099714, -0.37117903930131, -0.388646288209607, -0.0001902491728717639, -0.5021834061135371, -0.5938864628820961, -0.00031948723672358266, -0.5851528384279476, -0.7205240174672489, -0.0003911224869046725, -0.6462882096069869, -0.8384279475982532, -0.00043452537241039875, -0.22270742358078602, -0.45414847161572053, -0.00023545727874613783, -0.2838427947598253, -0.6855895196506551, -0.00036716083406980937, -0.29694323144104806, -0.851528384279476, -0.0004391662382048346, -0.30131004366812225, -1.0, -0.0004724317791586415, -0.06550218340611354, -0.44541484716157204, -0.00028243397025661736, -0.09170305676855896, -0.39737991266375544, -0.00042277788906738264, -0.12663755458515283, -0.2183406113537118, -0.0004234172074461143, -0.14410480349344978, -0.09606986899563319, -0.00038764095097228987, 0.07423580786026202, -0.3799126637554585, -0.000337917858326753, 0.034934497816593885, -0.2576419213973799, -0.0004298646926265152, -0.008733624454148471, -0.1222707423580786, -0.0004019460006478107, -0.039301310043668124, -0.034934497816593885, -0.0003578461767710508]"
1175,1175,PEACE,"[0.0, 0.0, 0.0, -0.1461187214611872, -0.0365296803652968, -9.84926781533635e-05, -0.2785388127853881, -0.0776255707762557, -0.00019551669025520316, -0.2922374429223744, -0.1141552511415525, -0.00029861295956445173, -0.2465753424657534, -0.1461187214611872, -0.0004003635655635143, -0.4063926940639269, -0.3835616438356164, -0.00019772148375632117, -0.5616438356164384, -0.5799086757990868, -0.00032872609704042783, -0.6575342465753424, -0.6986301369863014, -0.00039834837062708423, -0.730593607305936, -0.8127853881278538, -0.00043995921686350043, -0.2557077625570776, -0.4611872146118721, -0.0002405019520732485, -0.3287671232876712, -0.6894977168949772, -0.0003777177809960341, -0.3561643835616438, -0.8538812785388128, -0.00045240189058585903, -0.3744292237442922, -1.0, -0.0004855535721505733, -0.0867579908675799, -0.45662100456621, -0.00028579973002537304, -0.1232876712328767, -0.3881278538812785, -0.00043455029947562954, -0.1415525114155251, -0.2054794520547945, -0.0004396028137478229, -0.1461187214611872, -0.0867579908675799, -0.000403986997239569, 0.0593607305936073, -0.3926940639269406, -0.0003401336843944695, 0.0136986301369863, -0.2465753424657534, -0.0004354297401533943, -0.0273972602739726, -0.1050228310502283, -0.00040878588558322323, -0.045662100456621, -0.0136986301369863, -0.000365030258741456]"
1176,1176,PEACE,"[0.0, 0.0, 0.0, -0.18274111675126903, -0.03553299492385787, -0.00011216247676410082, -0.34517766497461927, -0.07106598984771574, -0.00022611199679530852, -0.350253807106599, -0.09644670050761421, -0.000348662815013501, -0.28426395939086296, -0.08121827411167512, -0.0004710258180883213, -0.5025380710659898, -0.37055837563451777, -0.00022245139795933918, -0.6954314720812182, -0.5634517766497462, -0.00037642715777659813, -0.8121827411167513, -0.6852791878172588, -0.0004609660214742311, -0.8984771573604061, -0.8121827411167513, -0.0005142461066481914, -0.3350253807106599, -0.4720812182741117, -0.00027589893209569984, -0.4416243654822335, -0.6852791878172588, -0.00043933626741744574, -0.49746192893401014, -0.8426395939086294, -0.0005300681142195715, -0.5380710659898477, -1.0, -0.0005710054238598847, -0.14213197969543148, -0.4873096446700508, -0.00033324427340053703, -0.19289340101522842, -0.3553299492385787, -0.0005066353574785366, -0.19289340101522842, -0.15736040609137056, -0.0005177544980648088, -0.18781725888324874, -0.04568527918781726, -0.00048047784399077407, 0.030456852791878174, -0.4213197969543147, -0.0004016569037891164, -0.02030456852791878, -0.233502538071066, -0.000505763374807254, -0.05583756345177665, -0.07614213197969544, -0.00047395143794951743, -0.06598984771573604, 0.01015228426395939, -0.00042448589876035786]"
1177,1177,PEACE,"[0.0, 0.0, 0.0, -0.17098445595854922, -0.025906735751295335, -0.00013996936369655905, -0.3316062176165803, -0.046632124352331605, -0.00027987538174245884, -0.3471502590673575, -0.06735751295336788, -0.0004260043524667722, -0.27461139896373055, -0.07253886010362694, -0.0005701448674606869, -0.5181347150259067, -0.3471502590673575, -0.0002725715930249122, -0.7150259067357513, -0.538860103626943, -0.00046064383884387555, -0.8393782383419689, -0.6632124352331606, -0.0005714290310024313, -0.927461139896373, -0.7927461139896373, -0.0006433794422431028, -0.35233160621761656, -0.47150259067357514, -0.0003235646598657511, -0.45077720207253885, -0.6735751295336787, -0.0005302695917302178, -0.5025906735751295, -0.8393782383419689, -0.0006414451865912435, -0.5492227979274611, -1.0, -0.0006920969357722497, -0.15025906735751296, -0.49740932642487046, -0.00037941548595376207, -0.18134715025906736, -0.32642487046632124, -0.000577225505498749, -0.17098445595854922, -0.10880829015544041, -0.0005781642400499168, -0.16580310880829016, 0.0051813471502590676, -0.0005301767103990458, 0.031088082901554404, -0.44559585492227977, -0.00045038049035341256, -0.0051813471502590676, -0.21761658031088082, -0.0005638500533533553, -0.04145077720207254, -0.05181347150259067, -0.0005278267277914958, -0.06217616580310881, 0.03626943005181347, -0.00047415116240543027]"
1178,1178,PEACE,"[0.0, 0.0, 0.0, -0.1813186813186813, -0.02197802197802198, -0.00014226163107520864, -0.3516483516483517, -0.054945054945054944, -0.0002860513071035022, -0.3626373626373626, -0.06043956043956044, -0.0004358134831626068, -0.2857142857142857, -0.038461538461538464, -0.0005856308631114639, -0.5439560439560439, -0.34615384615384615, -0.00029443781571634456, -0.7472527472527473, -0.5439560439560439, -0.00048446258135454926, -0.8846153846153846, -0.6648351648351648, -0.0005962325071165581, -0.978021978021978, -0.7912087912087912, -0.0006725193702837655, -0.35714285714285715, -0.47802197802197804, -0.0003504570527971177, -0.45604395604395603, -0.6593406593406593, -0.0005722745102110531, -0.5054945054945055, -0.8296703296703297, -0.0006973705362412687, -0.554945054945055, -1.0, -0.0007586613865924137, -0.14285714285714285, -0.5054945054945055, -0.0004085385860247658, -0.18681318681318682, -0.3131868131868132, -0.0006105941562132252, -0.19230769230769232, -0.09340659340659341, -0.0006198023778976706, -0.2032967032967033, 0.01098901098901099, -0.000582391416167531, 0.04395604395604396, -0.45604395604395603, -0.0004816458525163518, 0.005494505494505495, -0.2032967032967033, -0.0005982166131044213, -0.038461538461538464, -0.027472527472527472, -0.0005652870527915634, -0.06593406593406594, 0.06043956043956044, -0.0005170647664309589]"
1179,1179,PEACE,"[0.0, 0.0, 0.0, -0.1595744680851064, -0.005319148936170213, -0.00014801855766949487, -0.31382978723404253, -0.02127659574468085, -0.0002931521424072726, -0.3404255319148936, -0.02127659574468085, -0.0004392083705858853, -0.2925531914893617, -0.005319148936170213, -0.0005827260908413312, -0.5212765957446809, -0.30851063829787234, -0.00029396118430937844, -0.7606382978723404, -0.48404255319148937, -0.00047776536295945324, -0.898936170212766, -0.5904255319148937, -0.0005847465852592725, -1.0, -0.7021276595744681, -0.0006561798193472369, -0.35638297872340424, -0.44148936170212766, -0.0003404465653913958, -0.4574468085106383, -0.5904255319148937, -0.0005523098881693468, -0.5106382978723404, -0.723404255319149, -0.0006658144108277557, -0.5691489361702128, -0.8723404255319149, -0.0007180895073101748, -0.1595744680851064, -0.4787234042553192, -0.00039053792840545466, -0.19148936170212766, -0.2765957446808511, -0.0005835437128003479, -0.2074468085106383, -0.06382978723404255, -0.0005928680351559024, -0.23404255319148937, 0.031914893617021274, -0.0005582534699482992, 0.031914893617021274, -0.44148936170212766, -0.0004557286063526411, -0.005319148936170213, -0.2074468085106383, -0.0005643569221641027, -0.03723404255319149, -0.047872340425531915, -0.0005312510202658809, -0.05851063829787234, 0.010638297872340425, -0.00048430384189447173]"
1180,1180,PEACE,"[0.0, 0.0, 0.0, -0.16230366492146597, -0.005235602094240838, -0.0001508696847486254, -0.3193717277486911, -0.015706806282722512, -0.00029864533898593323, -0.34554973821989526, 0.020942408376963352, -0.0004466898187529986, -0.2879581151832461, 0.07853403141361257, -0.0005929204917316045, -0.5235602094240838, -0.2617801047120419, -0.00030691569799403323, -0.7643979057591623, -0.41361256544502617, -0.0004936876910756403, -0.900523560209424, -0.5026178010471204, -0.0006025288930975337, -1.0, -0.6073298429319371, -0.0006777363799242457, -0.3612565445026178, -0.387434554973822, -0.0003498548567844319, -0.4397905759162304, -0.5130890052356021, -0.0005705362560474444, -0.5026178010471204, -0.6178010471204188, -0.0006864240689664619, -0.5654450261780105, -0.743455497382199, -0.0007428704477342643, -0.15706806282722513, -0.4293193717277487, -0.00039574036912643553, -0.193717277486911, -0.21465968586387435, -0.0005775395677589005, -0.2094240837696335, -0.015706806282722512, -0.0005747058115941699, -0.23036649214659685, 0.05235602094240838, -0.0005390529890572221, 0.02617801047120419, -0.4031413612565445, -0.0004590360939427828, -0.010471204188481676, -0.16230366492146597, -0.0005518024147730231, -0.03664921465968586, -0.015706806282722512, -0.0005124072553212738, -0.05759162303664921, 0.02617801047120419, -0.0004678406907863026]"
1181,1181,PEACE,"[0.0, 0.0, 0.0, -0.16580310880829016, 0.015544041450777202, -0.00017934067053419515, -0.3160621761658031, 0.010362694300518135, -0.0003452309744523122, -0.32642487046632124, 0.06217616580310881, -0.0005053420984860672, -0.26424870466321243, 0.12953367875647667, -0.0006661523803705522, -0.5129533678756477, -0.21243523316062177, -0.0003682319590642188, -0.7564766839378239, -0.34196891191709844, -0.0005841541470201047, -0.8963730569948186, -0.42487046632124353, -0.0007203604885510973, -1.0, -0.5233160621761658, -0.0008173360874793215, -0.3471502590673575, -0.3471502590673575, -0.0004026335287147996, -0.43523316062176165, -0.44559585492227977, -0.0006573485735961954, -0.49740932642487046, -0.533678756476684, -0.0007938598870790827, -0.5751295336787565, -0.6528497409326425, -0.0008648430739837133, -0.14507772020725387, -0.38860103626943004, -0.0004391298310304078, -0.18134715025906736, -0.16580310880829016, -0.0006266020348830069, -0.18652849740932642, 0.02072538860103627, -0.000608245464266102, -0.21761658031088082, 0.05699481865284974, -0.0005663099292823831, 0.03626943005181347, -0.3626943005181347, -0.0004973363917286057, 0.0, -0.10362694300518134, -0.0005919232495885582, -0.031088082901554404, 0.031088082901554404, -0.0005453819432584259, -0.05181347150259067, 0.03626943005181347, -0.0004979888000813934]"
1182,1182,PEACE,"[0.0, 0.0, 0.0, -0.17010309278350516, 0.041237113402061855, -0.00023097730871709762, -0.29381443298969073, 0.05154639175257732, -0.0004517628406717646, -0.30927835051546393, 0.1134020618556701, -0.000659060575050304, -0.25257731958762886, 0.19072164948453607, -0.0008683636677610546, -0.5051546391752577, -0.17010309278350516, -0.0004943467492886466, -0.7422680412371134, -0.28865979381443296, -0.000762627024992352, -0.8969072164948454, -0.36597938144329895, -0.0009391231374618975, -1.0, -0.4690721649484536, -0.0010670731102045091, -0.33505154639175255, -0.29896907216494845, -0.0005197442039363203, -0.422680412371134, -0.39690721649484534, -0.0008529621655155744, -0.4948453608247423, -0.4793814432989691, -0.0010379792074543955, -0.5670103092783505, -0.5927835051546392, -0.0011404889807235376, -0.13402061855670103, -0.32989690721649484, -0.0005429880567409369, -0.17525773195876287, -0.11855670103092783, -0.0007724518060660895, -0.19072164948453607, 0.07216494845360824, -0.0007522197928601975, -0.22164948453608246, 0.1134020618556701, -0.0007094725091409479, 0.03608247422680412, -0.30412371134020616, -0.0005920541625024158, 0.0, -0.05154639175257732, -0.0007129132947947602, -0.03608247422680412, 0.07731958762886598, -0.0006713150134997311, -0.06701030927835051, 0.09278350515463918, -0.0006286567911021529]"
1183,1183,PEACE,"[0.0, 0.0, 0.0, -0.15544041450777202, 0.02072538860103627, -0.0001711699547573573, -0.2849740932642487, 0.025906735751295335, -0.000335276404381157, -0.3160621761658031, 0.08808290155440414, -0.0004960759157372143, -0.2849740932642487, 0.16580310880829016, -0.0006593668549200294, -0.5077720207253886, -0.18134715025906736, -0.00035231124972097654, -0.7409326424870466, -0.3005181347150259, -0.0005599689294047804, -0.8860103626943006, -0.38341968911917096, -0.000696019619428173, -1.0, -0.48704663212435234, -0.0007948521501070358, -0.3471502590673575, -0.31088082901554404, -0.0003936709667762825, -0.43523316062176165, -0.41968911917098445, -0.0006368467608910031, -0.49740932642487046, -0.5129533678756477, -0.0007733554879029061, -0.5751295336787565, -0.6321243523316062, -0.0008474662200802847, -0.15025906735751296, -0.35751295336787564, -0.00043652477616756114, -0.17616580310880828, -0.16580310880829016, -0.0006277479034041992, -0.17098445595854922, 0.031088082901554404, -0.000616236833590041, -0.19170984455958548, 0.09326424870466321, -0.0005793910874632237, 0.031088082901554404, -0.33678756476683935, -0.0004984601015282299, 0.02072538860103627, -0.12435233160621761, -0.0006044781574341798, 0.0051813471502590676, 0.02072538860103627, -0.0005603089152250763, -0.015544041450777202, 0.05699481865284974, -0.0005138289893257684]"
1184,1184,PEACE,"[0.0, 0.0, 0.0, -0.13829787234042554, 0.010638297872340425, -0.0001612661977948116, -0.2872340425531915, 0.010638297872340425, -0.00031265770549584836, -0.31382978723404253, 0.05319148936170213, -0.00046175759492517415, -0.24468085106382978, 0.09574468085106383, -0.0006142956697001192, -0.5159574468085106, -0.22872340425531915, -0.00032261675390906415, -0.7446808510638298, -0.3723404255319149, -0.0005102984445601157, -0.8882978723404256, -0.4734042553191489, -0.0006325823271603116, -1.0, -0.5797872340425532, -0.0007212832725503433, -0.34574468085106386, -0.35638297872340424, -0.0003677605152839131, -0.43617021276595747, -0.48936170212765956, -0.0005830355698832895, -0.4946808510638298, -0.6063829787234043, -0.0007004397184999789, -0.5585106382978723, -0.7340425531914894, -0.0007594080519877939, -0.13297872340425532, -0.39361702127659576, -0.00041482527808421095, -0.16489361702127658, -0.2074468085106383, -0.0005989995881038867, -0.16489361702127658, -0.010638297872340425, -0.0005910590922019673, -0.18617021276595744, 0.06382978723404255, -0.0005515158886680033, 0.05851063829787234, -0.35638297872340424, -0.0004789465203005038, 0.03723404255319149, -0.11702127659574468, -0.0005907400646817266, 0.010638297872340425, 0.031914893617021274, -0.0005512953831869326, -0.015957446808510637, 0.07446808510638298, -0.0005015818993536806]"
1185,1185,PEACE,"[0.0, 0.0, 0.0, -0.1443850267379679, -0.0106951871657754, -0.00011644762080316756, -0.2994652406417112, -0.016042780748663103, -0.0002496445088464488, -0.32085561497326204, -0.0106951871657754, -0.00038933301405487733, -0.2620320855614973, 0.0, -0.0005303296340342053, -0.5080213903743316, -0.25668449197860965, -0.00031217944306500335, -0.732620320855615, -0.44385026737967914, -0.0004963596082627633, -0.8823529411764706, -0.5668449197860963, -0.0006116213650628386, -1.0, -0.6898395721925134, -0.0006955729135218968, -0.33689839572192515, -0.39037433155080214, -0.00037557159247897403, -0.4385026737967914, -0.5561497326203209, -0.0006017565572964496, -0.5080213903743316, -0.7005347593582888, -0.0007311110673742677, -0.5721925133689839, -0.8449197860962567, -0.0007972938974912333, -0.13368983957219252, -0.42780748663101603, -0.00043090876780743783, -0.17647058823529413, -0.22994652406417113, -0.0006142814215493254, -0.1657754010695187, -0.016042780748663103, -0.0005921891751137827, -0.15508021390374332, 0.09090909090909091, -0.00054051166919478, 0.0481283422459893, -0.39572192513368987, -0.0004998901873987805, 0.0106951871657754, -0.13368983957219252, -0.0006100494120849187, -0.0053475935828877, 0.0213903743315508, -0.0005566859234464539, -0.0053475935828877, 0.09090909090909091, -0.0004925853513142822]"
1186,1186,PEACE,"[0.0, 0.0, 0.0, -0.15555555555555556, 0.0, -0.00010396598487558449, -0.3277777777777778, -0.022222222222222223, -0.00022015906209213023, -0.32222222222222224, -0.06111111111111111, -0.00034757973999906727, -0.24444444444444444, -0.1111111111111111, -0.0004772466230835764, -0.5166666666666667, -0.3388888888888889, -0.00026293532882593556, -0.7388888888888889, -0.5444444444444444, -0.0004260139059801481, -0.8777777777777778, -0.6777777777777778, -0.0005204006756457602, -0.9777777777777777, -0.8111111111111111, -0.0005857144105877725, -0.3388888888888889, -0.46111111111111114, -0.0003301867942127501, -0.4388888888888889, -0.6722222222222223, -0.0005243317261450405, -0.5055555555555555, -0.8388888888888889, -0.0006352442147115451, -0.5611111111111111, -1.0, -0.0006874164500282455, -0.12777777777777777, -0.4888888888888889, -0.0003937768166376069, -0.17222222222222222, -0.3055555555555556, -0.0005771492645256633, -0.15555555555555556, -0.08333333333333333, -0.0005743358011159217, -0.1388888888888889, 0.03333333333333333, -0.0005288982283850096, 0.06111111111111111, -0.45, -0.00046781377412672656, 0.016666666666666666, -0.20555555555555555, -0.0005820741810844589, 0.0, -0.03888888888888889, -0.0005389387963658817, 0.005555555555555556, 0.03888888888888889, -0.00047904266832069376]"
1187,1187,PEACE,"[0.0, 0.0, 0.0, -0.14925373134328357, -0.004975124378109453, -9.384275446295964e-05, -0.29850746268656714, -0.04477611940298507, -0.00019422747565254868, -0.29850746268656714, -0.12437810945273632, -0.0003021734704555171, -0.2537313432835821, -0.21393034825870647, -0.0004091013304462681, -0.4527363184079602, -0.36318407960199006, -0.0002287201609313985, -0.6417910447761194, -0.5572139303482587, -0.0003850225366596166, -0.7661691542288557, -0.6915422885572139, -0.0004778990279215686, -0.8557213930348259, -0.8208955223880597, -0.0005366103073090664, -0.2885572139303483, -0.44776119402985076, -0.0002881596141026588, -0.4079601990049751, -0.6666666666666666, -0.0004691096780738035, -0.47761194029850745, -0.8407960199004975, -0.0005765724415635789, -0.5223880597014925, -1.0, -0.0006251838844046864, -0.09950248756218906, -0.4527363184079602, -0.00034444018790486664, -0.1691542288557214, -0.3482587064676617, -0.0005249210877037961, -0.1791044776119403, -0.14925373134328357, -0.0005272760642534665, -0.1791044776119403, -0.03482587064676617, -0.00048190251029654746, 0.06965174129353234, -0.39303482587064675, -0.0004084874544996728, 0.0, -0.22885572139303484, -0.0005277124977656466, -0.03482587064676617, -0.07960199004975124, -0.0004890413156029204, -0.03980099502487562, 0.009950248756218905, -0.0004277987663258568]"
1188,1188,PEACE,"[0.0, 0.0, 0.0, -0.14814814814814814, -0.023148148148148147, -7.74001375347666e-05, -0.27314814814814814, -0.0787037037037037, -0.00015528626502214348, -0.26851851851851855, -0.16203703703703703, -0.00024044617703769636, -0.25462962962962965, -0.25, -0.000323878709884624, -0.41203703703703703, -0.38425925925925924, -0.00017885170984149672, -0.5740740740740741, -0.5833333333333334, -0.00030151868967096706, -0.6805555555555556, -0.7083333333333334, -0.000367733344679548, -0.7592592592592593, -0.8287037037037037, -0.0004057056081194859, -0.25925925925925924, -0.4583333333333333, -0.00022690697162893776, -0.35648148148148145, -0.6851851851851852, -0.0003601503093164566, -0.4074074074074074, -0.8518518518518519, -0.00043705040765131654, -0.4444444444444444, -1.0, -0.00046866970588865797, -0.08796296296296297, -0.4583333333333333, -0.00027452494297416815, -0.14814814814814814, -0.37037037037037035, -0.000419615359185941, -0.16666666666666666, -0.18518518518518517, -0.00042853235891673994, -0.1712962962962963, -0.06944444444444445, -0.0003932420285442651, 0.05555555555555555, -0.39351851851851855, -0.0003280622798766541, -0.004629629629629629, -0.24537037037037038, -0.00042327873377990535, -0.046296296296296294, -0.10185185185185185, -0.0003949704942558941, -0.06018518518518518, -0.013888888888888888, -0.0003458974866082561]"
1189,1189,PEACE,"[0.0, 0.0, 0.0, -0.14732142857142858, -0.022321428571428572, -8.514235151478391e-05, -0.26339285714285715, -0.08035714285714286, -0.00015791067543651543, -0.26785714285714285, -0.17410714285714285, -0.0002315779418426343, -0.26785714285714285, -0.26785714285714285, -0.0003024640462103077, -0.4017857142857143, -0.39732142857142855, -0.00017685755178677352, -0.5491071428571429, -0.5982142857142857, -0.0002875126268589513, -0.6473214285714286, -0.7276785714285714, -0.0003455053850883262, -0.71875, -0.8482142857142857, -0.00037939006019728695, -0.2544642857142857, -0.46875, -0.00021163034275519164, -0.3392857142857143, -0.7008928571428571, -0.0003282411259074739, -0.3794642857142857, -0.8616071428571429, -0.00039293900753583396, -0.40625, -1.0, -0.00042104392800825153, -0.09375, -0.45982142857142855, -0.0002476984870095781, -0.15178571428571427, -0.4419642857142857, -0.0003829455171719636, -0.18303571428571427, -0.29464285714285715, -0.00040322642995655703, -0.19196428571428573, -0.19196428571428573, -0.0003833732935873968, 0.04017857142857143, -0.39285714285714285, -0.0002891489606225507, -0.017857142857142856, -0.26339285714285715, -0.00039179244966192073, -0.06696428571428571, -0.12946428571428573, -0.00038540161437034773, -0.08035714285714286, -0.04017857142857143, -0.000355006205810225]"
1190,1190,PEACE,"[0.0, 0.0, 0.0, -0.15283842794759825, -0.034934497816593885, -7.584362612848117e-05, -0.27074235807860264, -0.10043668122270742, -0.00014482476151452754, -0.27510917030567683, -0.18340611353711792, -0.00021780591515781496, -0.27510917030567683, -0.27074235807860264, -0.00028820041592251183, -0.388646288209607, -0.40611353711790393, -0.0001604654660370144, -0.5240174672489083, -0.6069868995633187, -0.00026426015503848926, -0.611353711790393, -0.7292576419213974, -0.0003181337253734526, -0.6812227074235808, -0.8427947598253275, -0.0003493160319359013, -0.24017467248908297, -0.4759825327510917, -0.0001982144508017715, -0.314410480349345, -0.7030567685589519, -0.00030992038752100795, -0.3537117903930131, -0.8646288209606987, -0.0003722836666991609, -0.37554585152838427, -1.0, -0.00039907761382530787, -0.09170305676855896, -0.462882096069869, -0.0002375109439312102, -0.15283842794759825, -0.43231441048034935, -0.00036522305404562016, -0.18340611353711792, -0.2794759825327511, -0.00038389743001486976, -0.20087336244541484, -0.1703056768558952, -0.0003637050877210347, 0.034934497816593885, -0.3930131004366812, -0.0002822152896978441, -0.026200873362445413, -0.27074235807860264, -0.0003747402109672401, -0.07423580786026202, -0.13973799126637554, -0.00036560521352025537, -0.09170305676855896, -0.048034934497816595, -0.00033506069617807524]"
1191,1191,PEACE,"[0.0, 0.0, 0.0, -0.15151515151515152, -0.03463203463203463, -8.114018843919545e-05, -0.2683982683982684, -0.12121212121212122, -0.0001435902938039, -0.24675324675324675, -0.22077922077922077, -0.00020797822744931355, -0.22510822510822512, -0.3203463203463203, -0.0002707991201496988, -0.38095238095238093, -0.41125541125541126, -0.00015189669130800468, -0.5064935064935064, -0.6060606060606061, -0.0002509913807164267, -0.5930735930735931, -0.7272727272727273, -0.0003055916220967632, -0.658008658008658, -0.8441558441558441, -0.00034024682048711287, -0.24242424242424243, -0.47619047619047616, -0.00018290926536556308, -0.3116883116883117, -0.7142857142857143, -0.00028243063759094057, -0.3463203463203463, -0.8701298701298701, -0.0003409233396560327, -0.36796536796536794, -1.0, -0.00037015099972989514, -0.09523809523809523, -0.4675324675324675, -0.0002174528663149372, -0.15584415584415584, -0.48917748917748916, -0.0003409948136240101, -0.1774891774891775, -0.3463203463203463, -0.0003661519086578952, -0.18181818181818182, -0.23809523809523808, -0.0003552495805072822, 0.021645021645021644, -0.4025974025974026, -0.000257759007552097, -0.030303030303030304, -0.2943722943722944, -0.0003631949635151905, -0.07792207792207792, -0.15151515151515152, -0.0003713567036427705, -0.09956709956709957, -0.05627705627705628, -0.0003545715454193665]"
1192,1192,PEACE,"[0.0, 0.0, 0.0, -0.15283842794759825, -0.03056768558951965, -8.295838140200462e-05, -0.2663755458515284, -0.11353711790393013, -0.00014623085915998744, -0.2445414847161572, -0.2052401746724891, -0.00021275423020471274, -0.22270742358078602, -0.29694323144104806, -0.00027775851245747003, -0.3799126637554585, -0.4148471615720524, -0.00014213600054274622, -0.5021834061135371, -0.611353711790393, -0.00023521262266446553, -0.5807860262008734, -0.7336244541484717, -0.0002857613144713004, -0.6419213973799127, -0.8471615720524017, -0.00031877818823077415, -0.24017467248908297, -0.4759825327510917, -0.0001731693930991158, -0.3056768558951965, -0.7161572052401747, -0.0002692055062144931, -0.3406113537117904, -0.8733624454148472, -0.00032674754397013446, -0.35807860262008734, -1.0, -0.0003571154272421805, -0.10043668122270742, -0.462882096069869, -0.0002092175469617983, -0.15283842794759825, -0.5109170305676856, -0.00033191434267002565, -0.17467248908296942, -0.36681222707423583, -0.000357994921105482, -0.17903930131004367, -0.2576419213973799, -0.00034827656597245874, 0.013100436681222707, -0.39737991266375544, -0.0002511833814003388, -0.043668122270742356, -0.314410480349345, -0.0003561096964674552, -0.09170305676855896, -0.18340611353711792, -0.0003675420430259219, -0.11353711790393013, -0.09170305676855896, -0.0003543642434200151]"
1193,1193,PEACE,"[0.0, 0.0, 0.0, -0.14847161572052403, -0.026200873362445413, -8.552089061232917e-05, -0.26200873362445415, -0.11790393013100436, -0.00014839411973646918, -0.23580786026200873, -0.21397379912663755, -0.0002144604025418662, -0.20087336244541484, -0.3056768558951965, -0.0002791438055320158, -0.37117903930131, -0.4148471615720524, -0.00013525921790574598, -0.4890829694323144, -0.611353711790393, -0.00022836255149764027, -0.5633187772925764, -0.7292576419213974, -0.0002813365536975629, -0.6244541484716157, -0.8427947598253275, -0.0003173317726491921, -0.24017467248908297, -0.4759825327510917, -0.00016589551729100002, -0.30131004366812225, -0.7205240174672489, -0.0002626813084767455, -0.33624454148471616, -0.8733624454148472, -0.00032298608008124186, -0.3537117903930131, -1.0, -0.0003564852243917558, -0.10480349344978165, -0.462882096069869, -0.0002023494837815665, -0.15283842794759825, -0.5414847161572053, -0.0003293309164328947, -0.17467248908296942, -0.38427947598253276, -0.0003549776368235477, -0.17903930131004367, -0.27074235807860264, -0.00034469489207648575, 0.013100436681222707, -0.4017467248908297, -0.00024478737269120206, -0.043668122270742356, -0.32751091703056767, -0.0003560348058861496, -0.08733624454148471, -0.18777292576419213, -0.00036937394797755923, -0.10480349344978165, -0.09606986899563319, -0.00035690125309958493]"
1194,1194,PEACE,"[0.0, 0.0, 0.0, -0.15859030837004406, -0.030837004405286344, -8.374378490137008e-05, -0.2687224669603524, -0.13215859030837004, -0.00014581599140328882, -0.23788546255506607, -0.23348017621145375, -0.0002114790085060891, -0.19823788546255505, -0.33480176211453744, -0.0002761590248882393, -0.3656387665198238, -0.4185022026431718, -0.00013084406610474087, -0.4801762114537445, -0.6123348017621145, -0.00022505570591655497, -0.5550660792951542, -0.7312775330396476, -0.00028141138881160197, -0.6167400881057269, -0.8414096916299559, -0.0003211317796733821, -0.23788546255506607, -0.4713656387665198, -0.0001628386972166253, -0.3039647577092511, -0.7224669603524229, -0.00025882859696747346, -0.33480176211453744, -0.8766519823788547, -0.00032108428632481934, -0.34801762114537443, -1.0, -0.0003583833041364811, -0.10572687224669604, -0.4581497797356828, -0.00020074954882964063, -0.15859030837004406, -0.5638766519823789, -0.0003279991143795247, -0.18502202643171806, -0.41409691629955947, -0.0003557999876296878, -0.1894273127753304, -0.29955947136563876, -0.00034921026090014776, 0.013215859030837005, -0.3964757709251101, -0.000244304428587442, -0.048458149779735685, -0.33480176211453744, -0.00035644316638465395, -0.09691629955947137, -0.2026431718061674, -0.0003714984922351701, -0.11013215859030837, -0.11013215859030837, -0.0003617900574979688]"
